Codigo;Descricao
1076;TINTA SPRAY TYTAN 400ML BRANCO
19448;TINTA SPRAY TYTAN 400ML AZUL CLARO
25345;TINTA SPRAY CINZA ESCURO 400ML
29512;TINTA SEMI FOSCO 900ML
27175;TINTA PISO CONCRETO 18LT
31370;TINTA PISO BLINDADO 3.6L ANJO
23398;TINTA LARANJA BOREAL SINTETICO 900ML
23518;TINTA ESMALTE COLOR BRANCO
1070;TINTA AZUL WEG - 3.6LT
16891;TINTA AMARELA 3.6LT
20718;TINTA ACR S/BR PREMIUM BASE C
30664;THINNER GOL 8000 - 900 ML
21850;THINNER GOL 8000 - 5 LT
20365;THINNER 2750 - 5 LT
32025;TESTADOR CABOS DE REDE RJ45 E RJ11
24529;TERMORESISTENCIA PT100 TRP-007/XXX (INOX 50X5MM) ROSCA 3/4 BSP CABO 1MT FIBRA TRANÇA
2426;TERMOELEMENTO TIPO K. ISOLAÇÃO CERÂMICA. 600x15mm. C/ CABEÇOTE GRANDE TEK-001/019
15517;TERMINAL YA 25MM LONGO
24587;TERMINAL KLOK KL-4 50-70MM
28403;TERMINAL DE FECHAMENTO P/ ELETROCALHA - 100X100 - GF - #18
19679;TEMPORIZADOR FTM 90-240VCA/115-280VCC - 2 SAÍDAS
29868;TEMPORIZADOR DIGITAL-TIMER 220V - TRILHO DIN LET4004
30721;TEE MACHO 1/2  COMBUSTIVEL / HIDRAULICO
30711;TEE 10 7/8 X 7/8 COMBUSTIVEL / HIDRAULICO
14272;TECLADO USB SIMPLES PRETO 60814-5
30231;TECLADO SEM FIO K270 - LOGITEC
31902;TE-653 ALICATE DE CRIMPAR TERMINAL 0.5 - 6MM² - SIBRATEC
24172;TE-271 - ESCALIMETRO TRIANGULAR 40CM
24171;TE-270 - ESCALIMETRO TRIANGULAR 30CM
23326;TE-188 - BROCA SDS PLUS 8X150X210
23325;TE-187 - PARAFUSADEIRA/FURADEIRA 18.0V PFD018 BIV DWT
22113;TE-17 - CINTO PARAQUEDISTA
20346;TE-128 - ALICATE AMPERIMETRO VONDER
12071;TE VERTICAL DE DERIVACAO ELETRO PERF 150X50
28384;TÊ VERT. DE SUB. P/ ELETROCALHA PERF. TIPO U - 75X75 - GF - #20
28402;TÊ VERT. DE DESC./ DERIVAÇÃO P/ ELETROCALHA PERF. TIPO U - 100X100 - GF - #20
153;TE VERT DESCIDA ELETRO LISO 50X50
148;TE VERT DESCIDA ELETRO LISO 300X100
30957;TE REDUCAO PBA NBR 5647 110X75 - 110X85
30542;TE CURTO ESGOTO REDUCAO - 100X50
19298;TÊ AÇO GALVANIZADO 4
19314;TE ACO GALVANIZADO 3 NBR 5580
25141;TE- 369 - BROCA SDS PLUS 10X310 - ROCAST
24497;TAPETE DE BORRACHA ISOLANTE 25/40KV - CLASSE 4 - 1000x1000x25mm
28480;TAPETE DE BORRACHA ISOLANTE 20KV - 1000X1000X25MM
16665;TAMPAO (90X70) ENERGIA 40 TONELADA - 400KN
767;TAMPA TRASEIRA WEG NEMA 48 ROL 6202
766;TAMPA TRASEIRA WEG 90
759;TAMPA TRASEIRA WEG 180
19182;TAMPA TRASEIRA B3 VOGES 132 MP
28256;TAMPA TERMINAL DUTOTEC R40 BRANCA
25639;TAMPA R40 ALUMINIO BRANCA 3MT DR16040.00 DUTOTEC
28013;TAMPA LATERAL PAINEL 2000X500
3435;TAMPA LATERAL PAINEL 1900 X 400
25523;TAMPA LATERAL PAINEL 1300X400
31326;TAMPA INFERIOR BIPARTIDA PAINEL 800X1200
24904;TAMPA INFERIOR BIPARTIDA PAINEL 1000X600
24903;TAMPA INFERIOR BIPARTIDA PAINEL 1000X400
703;TAMPA FLANGE FF WEG 80
21308;TAMPA FLANGE EBERLE 100 FC
696;TAMPA FLANGE 80 B14
30062;TAMPA ELETROCALHA 150 GF
9920;TAMPA DIANTEIRA WEG FLANGE NEMA 56 ROL. 6203 (1001
655;TAMPA DIANTEIRA WEG 80
11110;TAMPA DIANTEIRA WEG 100 V W22
631;TAMPA DEFLETORA WEG 71
22758;TAMPA DEFLETORA WEG 160 - CHAPA FINA
600;TAMPA DEFLETORA 132
28379;TAMPA DE ENCAIXE P/ TE VERT. DE SUB. DE ELETROCALHA - 75X75 - GF - #22
28399;TAMPA DE ENCAIXE P/ TE VERT. DE DESC. DE ELETROCALHA - 100X100 - GF - #22
33043;TALABARTE DUPLO S/ABS 55
18236;SWITCH HP 1920S 24 10/100/1000 , 2SFP JL381A (SUBST JG924A)
30434;SWITCH GERENCIAVEL 8P GIGA + 2P MINI-GBIC - SG 1002 MR L2+ INTELBRAS
31292;SWITCH DE MESA 5 PORTAS GIGA 10/100/1000MBPS REF LS1005G TP-LINK
28751;SWITCH 8 PORTAS GIGA - SG 800 VLAN
15750;SUPORTE TRAFO POSTE CONCRETO CC 270MM
27755;SUPORTE TIPO L 15KV - ISOTRAFO
27754;SUPORTE TIPO C 15KV - ISOTRAFO
7912;SUPORTE SUSPENSAO P/ CABO 300X100
9651;SUPORTE RETO CURTO P/ PRATO BEDD
14750;SUPORTE PLASTICO SPLIT 500MM BEGE
21558;SUPORTE PARA SENSOR CILINDROS PNEUMATICOS
15153;SUPORTE EXTINTOR
9652;SUPORTE CURVO CURTO 70GR P/ PRATO BEDD
12423;SPOT QUAD. CRISTAL FOCO MOVEL 50MM
12426;SPOT QUAD. CRISTAL FOCO FIXO 35MM
11321;SPOT DE EMBUTIR FIXO P/ DICROICA 50W - BRANCO
31760;SOQUETE SEXTAVADO 11-7/16 X 65MM
9559;SOQUETE MAGNETICO 1/4 X 65MM - VONDER
2550;SOQUETE ESTRIADO 12MM 1/2
10055;SONDA T/U CONTROLADOR TEMPERATURA
11882;SOLVENTE 900ML
26414;SOLUCAO X 5 LTS BRASQUIL
24695;SOFT-STARTER 15CV 25A 200-480V 24VCC/VCA 3RW5515-3HF04 SIEMENS
15643;SOFT STARTER 75CV 380V SSW070130T5SZ 130A WEG
16948;SOFT STARTER 40CV 380V SSW050060T2246PPZ 60A WEG
17314;SOFT STARTER 20CV 380V SSW050030T2246PPZ 30A WEG
20093;SIRENE AUDIO VISUAL IP20 ENDERECAVEL
28673;SINALIZADOR AUDIO VISUAL CONVENCIONAL SAV 420C INTELBRAS
33234;SILICONE ALTA TEMPERATURA 250 GR VERMELHO
31222;SILICONE 380 GR INCOLOR
8115;SERVIDOR SUPERVISORIO CMT-SVR-100 WEINTEK
31498;SERVIDOR SUPERVISORIO CMT-FHDX-820 WEG
7558;SERRA COPO DIAMANTADA 53MM C/ HASTE
16667;SERRA COPO DIAMANTADA 45MM C/ HASTE
7557;SERRA COPO DIAMANTADA 35MM C/ HASTE
22998;SERRA COPO BI-METAL 027MM
13494;SERRA COPO AR 25MM 1
17320;SERRA COPO AR 22MM - 7/8 - MISTER
16589;SENSOR PRESENCA 4X2 .110. MICROCONTROLADO AUTO-ON-OFF
24093;SENSOR OPTICO DIFUSO M18 100MM 10-30V CC SD01T-18G1LP2
9264;SENSOR NIVEL MEMBRANA DE NEOPRENE. CARCAÇA DE ALUMINIO 200mm . DIM. MEMBRANA 130mm
21690;SENSOR INDUTIVO M12 SALIENTE NA,NF PNP 10-30VCC C/ CABO SL4-12G1LP2 WEG
32504;SENSOR INDUTIVO M12 FACEADO NA+NF PNP 10-30VCC C/ CONECTOR M12 REF PMSW-I4GL12FDP2-F1
7713;SENSOR DE TEMPERATURA TIPO J (TEJ-031/002)
12515;SENSOR DE FUMACA 9V
17346;SENSOR DE ALARME INFRAVERMELHO IVP 3000 PET
31357;SELO MECANICO WS-50 1.3/4 VITON
19011;SELO MECANICO WS3396 1.1/8 VITON
2404;SELO MECANICO 5/8 TS-P VITON
2393;SELO MECANICO 3/4 TS-P
2398;SELO MECANICO 3/4 SILICIO VITON
15894;SELO MECANICO 1/2 TS-Q EMBORRACHADO
16445;SELO MECANICO 1.3/8 TS-P VITON
2390;SELO MECANICO 1.1/4 TS-P VITON
2387;SELO MECANICO 1.1/2 TS-P
2381;SELO MECANICO 1 TS-P
32466;SECCAO DE PLACA DIRETA 1200X400
32464;SECCAO DE PLACA DIRETA 1200X250
2373;SAIDA 3/4 650 JS
24191;ROTULADOR ELETRONICO PORTATIL PTH110
17500;ROTOR FURADEIRA HP1640
13885;ROTOR FE MSA21 2 1/2 130MM
8448;ROTOR BOMBA SCHN.MSA-21R 2.1/2 7.5CV 125MM
2356;ROTOR BOMBA SCHN.BR.MSA-21 2.1/2 12.5CV-135MM
2355;ROTOR BOMBA SCHN.BR.MSA-21 2.1/2 10CV-130MM ()
29791;ROTEADOR WIRELESS W5-1200G
29790;ROTEADOR WIRELESS W4-300F
26442;ROTEADOR ACCESS POINT INDOOR UNIFI UAP-AC-LITE-BR UBIQUITI NETWORKS
23146;ROLO 5CM ESPUMA C/CABO
30925;ROLDANA CANAL RED. 60 C/ BUCHA
11201;ROLAMENTO 6309
6084;ROLAMENTO 6304 - ZZ C3
802;RODA DE BORRACHA
32705;RODA BORRACHA 8 LEVE VONDER
30928;RETENTOR 01496 BR ARCA 17.50X28.30X7.00
11200;RETENTOR 00909 BR ( 20X47.1X10MM )
23558;RESISTENCIA GERADOR - 3000W 1.1/4 300MM
1862;RESISTENCIA CHUVEIRO ALCANCE 4 TEMP
30086;REPETIDOR WIFI 2800M 4 ANTENAS - AMPLIFICADOR DE SINAL
29565;REPARO PNEUMATICO ISO 32
26047;RELE TEMPORIZADOR 3-30S 24-240VCA/VCC RTW17-A01U030SE05
22510;RELE TEMPORIZADOR 24-240VCA/VCC REF. RTW17-A02U010SE05 WEG
9262;RELE TEMPO/CICLICO DTME 220V
26325;RELE MONITORAMENTO FALTA E SEQUENCIA DE FASE COM NEUTRO 380-480V 1NA,1NF RMW17-FSN01D97 WEG
24540;RELE MONITORAMENTE FALTA FASE 5A 380-480V 1NAF RMW17-FF01D97 WEG
31309;RELE FOTOELETRICO 1000W VERMELHO + BASE 220V - EXATRON
17263;RELE FOTOELETRICO 1000W AMARELO RFI01
25027;RELE ESTADO SOLIDO SYDH6038 C/ POTENCIOMETRO SIBRATEC
30450;RELE DE SOBRECARGA RW27-2D3-U008 (5.6-8A) - WEG
17925;RELE DE SOBRECARGA JR28 -3353 23-32A
17923;RELE DE SOBRECARGA JR28 -1322 17-25A
27595;RELE DE SOBRECARGA 40-57A 3US5800-2T
1694;RELE CICLICO MTC-1 30 MIN. 90-240V
26573;RELE CICLICO DTC-1 15 SEG. 12VCC
18253;RELE AUTOMOTIVO 12V
16751;RELE ACOPLADOR 24VCC 2 CONT. REVE
16750;RELE ACOPLADOR 220VCA 2 CONT. REVE
26409;REJUNTE PORCELANATO 1 KG - CORDA
25996;REGULADOR TENSAO CONVERSOR DC STEP UP 12V A 35V 150W BOOST
29195;REGULADOR DE LUMINOSIDADE 220V 1500W 
19117;REGISTRO GAVETA 4
7930;REGISTRO ESFERA SOLDAVEL C/ROSCA 20MM - 1/2
31867;REGISTRO ESFERA FERRO 3/8
216;REGISTRO ESFERA 3/4
29477;REGISTRO ESFERA 25
26592;REFLETOR LED 10W RGB C/ CONTROLE REMOTO - OLIVO
23044;REFIL TINTA PLOTTER CT2-PW 5X1ML - DESCARTAVEIS
23144;REFIL TINTA PLOTTER 30ML SECAGEM RAPIDA REF RT2-PW
22923;REDUCAO CONCENTRICA PERF 200X50 / 100X50
15580;REDUCAO CONCENTRICA PERF 100X50 / 50X50
10356;REDUCAO CONCENTRICA LISA 75X50 / 50X50
21131;REDUCAO CONCENTRICA LEITO 200X100 / 100X100 #18
1605;REATOR ELETRONICO 2X18/20W POUP 6F - INTRAL
7229;REATOR ELETRONICO 2X16W AF NANO
7909;REATOR ELETRONICO 1X16/15W BF NANO
32258;RASTEL ANCINHO CURVO 14 DENTES
25553;RADIO COMUNICADOR RC3002 G2
16818;QUADRO DE COMANDO 500X500X250
22168;QUADRO DE COMANDO 500X400X250
20778;QUADRO DE COMANDO 1200X800X200
20777;QUADRO DE COMANDO 1000X800X200
29665;PROJETOR SLIM LED TR PRO 150W 6500K
16696;PROJETOR SLIM LED 50W 6000K - ROMALUX
30681;PROJETOR SLIM LED 30W 3000K - AVANT
31934;PROJETOR SLIM LED 20W RGB - BLUMENAU
23155;PROJETOR SLIM LED 20W 6500K
20516;PROJETOR SLIM LED 100W 5500K BIVOLT
18281;PROJETOR COB LED 200W 6400K IP65
2920;PROJ VAPOR MET ALUM FUNDIDO 70/150W C/ ALOJAMENTO
7792;PROJ PARA POSTO COMBUSTIVEL SIMETRICO - 400W (C/ ALETAS)
11271;PROJ PARA POSTO COMBUSTIVEL - 400W (S/ ALETAS)
12894;PROJ P/ LAMPADA HALOGENA 100/150W PRETO
19340;PRESSOSTATO SDAQ 50/80 PSI MG35104
2815;PRESSOSTATO SDAQ 120/160 PSI MG35108
13995;PRESSOSTATO CDAQ 125/175 PSI MG35413
26608;PRENSA CABO ALUMINIO M20 A2 EX 0001/03X IPW66
29234;PREGO 25X72
32406;PREGO 14X18
10816;POSTE DE CONCRETO TIPO DT 9/300 DAN
21323;POSTE DE CONCRETO TIPO DT 9/150 DAN
26219;POSTE DE CONCRETO TIPO CIRCULAR 9M/600DAN
27274;POSTE DE CONCRETO CIRCULAR 11/600 DAN
32350;PORTA PAPEL TOALHA
22685;PORTA BICO MB591G MIG ROSCA QUADRADA (MIG)
19667;PORCA SEXTAVADA 5/8
30508;PORCA PORLOK 3/4
22946;PNEU 3.25X8 QUATRO LONAS
14998;PLUG 3P+T 32A AZ 9H 220V PLG-7932
2081;PLATINADO WEG ROCADEIRA
9839;PLATINADO WEG 42 C/ 2 CONTATOS
2074;PLATINADO KOHLBACH GARFO 48 PQ
32969;PLATAFORMA PARA ANDAIME 1475MM
4902;PLAFON SOBREPOR QUAD. LIZ 63CM 8XE-27
14710;PLACA RAMAL DESBALANCEADA (4RM) MODULARE,
9665;PLACA RAMAL BALANCEADA CONECTA/MODULARE
24335;PLACA PVC UTILIZAR LUVA E TAPETE DE MEDIA TENSAO 28X18CM
28055;PLACA PVC PERIGO 380V 20CMX13CM
29002;PLACA PVC CUIDADO DEGRAU 25X16
7756;PLACA POLIESTIRENO 15X20CM PERIGO ELETRICIDADE
22557;PLACA FOTOLUMINESCENTE SAIDA SETA DIREITA 50X32
19196;PLACA FOTOLUMINESCENTE BONECO SETA PARA DIREITA 24X12CM - S2
22588;PLACA FOTOLUMINESCENTE BONECO SETA PARA BAIXO 15X30CM
22655;PLACA FOTOLUMINESCENTE BONECO DESCENDO ESCADA PARA DIREITA 30X15
19558;PLACA FOTOLUMINESCENTE 40X20
9350;PLACA DETECCAO DE TOM CONECTA/ MODULARE
26545;PLACA DE MONTAGEM PAINEL 2200X1200
26997;PLACA DE MONTAGEM P/ PAINEL MODULAR 1900X1200
26484;PLACA DE MONTAGEM P/ PAINEL MODULAR 1900X1000
31704;PLACA DE COMANDO AUTOMATIZADOR DE PORTAO 433MHZ R02A RQC08ST - COMPATEC
24189;PLACA 5 RAMAIS MODULARE/CONECTA MAIS
31302;PLACA / MODULO / PAINEL SOLAR FOTOVOLTAICO 400W BALFAR
20875;PISTOLA DE PINTURA PP3
26788;PISTAO P/CADEIRA SECRETARIA
30663;PINCEL CONDOR 1/2
28973;PINCEL / MARCADOR PERMANENTE C/PONTA - CANETAO
17723;PIGTAIL SM 9/125 LC - 1.50MT
28014;PERFIL LATERAL PAINEL 500
29245;PERFIL C 15X75X40X6000X2.00MM
20401;PATCH CORD CAT 5 CM 4P X 24AWG VERMELHO - 1.5MT
24776;PARTIDA DIRETA FAIL-SAFE 500V 0.55-3kW 1.6-7A 100-230V 3RM1107-1AA14 SIEMENS
20882;PARAFUSO SEXT 8.8 NC 5/8 X 5
23197;PARAFUSO ROSCA DUPLA 5/8 X 22 (550MM)
6250;PARAFUSO R.DUPLA M-16X600MM
30911;PARAFUSO FRANCES 5/8X5
31668;PARAFUSO CABECA ESCAREADA - MAQUINA
31804;PARAFUSO ALLEN 3/8X1 S/ CABECA
1500;PARAFUSO AJUSTE FUSIVEL DZ 10A PAW10
29860;PARAF/FURADEIRA IMP 1/2POL 20V MAX LI-TION DCD7781D1-BR - DEWALT
28800;PARAF/FURADEIRA C/IMP S/BATERIA 20V MAX LI-TION DCD7781B-B3 - DEWALT
20474;PARAF SX ACO 8.8 G.5 POLEGADA
27220;PARAF MAQ CILINDRICO 4X40
1401;PARA RAIO ELETRONICO DPS 40KA
1400;PARA RAIO ELETRONICO DPS 20KA
19081;PARA RAIO DE DISTR 15KV-10KA. TIPO ZND POLIMERICO NOVO
18955;PARA RAIO DE DISTR 12KV-10KA. TIPO ZND POLIMERICO - ISOTRAFO
25561;PALHETA PARABRISA
30448;PAINEL MODULAR 2000+100 X 1200 X 500 SOMENTE ESTRUTURA - PORTA BIPARTIDA
24913;PAINEL MODULAR 1900,100X800X600 SOMENTE ESTRUTURA
30115;PAINEL MODULAR 1700+100X600X400 SOMENTE ESTRUTURA
24908;PAINEL MODULAR 1700+100X1000X400 SOMENTE ESTRUTURA
8336;OLEO LUBRAX TOP TURBO 15W40 3LT
33149;NUMERO DE PAREDE PVC 0 A 9
31644;NOBREAK NHS MINI 4 600VA C/ 1 BAT. SELADA 7 AH/BIV/S.120V
30755;NOBREAK COMPACT PLUS IV (1200VA/2BAT 7AH) SAIDA 220V
28459;NIPLE GALVANIZADO 2'
7764;NIPEL GALVANIZADO 1.1/4'
24670;NIPEL GALVANIZADO 1.1/2'
31866;NIPEL FERRO RED 3/8 FEMEA X 1/4 MACHO
21989;MULTIMEDIDOR DE GRANDEZAS ELÉTRICAS MMW03-CH RS485
21936;MULTIMEDIDOR DE GRANDEZAS ELÉTRICAS MMW03
32726;MULTIMEDIDOR DE ENERGIA MEDICAO DIRETA 480VCA 100A RS-485 REF EEM-EM357-EE PHOENIX
9637;MOTOR PARAFUSADEIRA GSR 12-2
6759;MONOFONE C/ ABERTURA UNIVERSAL
31476;MODULO SAIDA ANALOGICA UNIVERSAL AXIOLINE 4X AO REF AXL F AO4 1H PHOENIX
23386;MODULO INTERRUPTOR SIMPLES 16A 250V BRANCO SIGMA
28963;MODULO INTERFACE REMOTA ET200SP IM155-6PN ST S/BA 6ES7155-6AU02-0BN0 SIEMENS
22829;MODULO INTERFACE REMOTA ET200SP IM155-6PN ST C/BA 2XRJ45 6ES7155-6AA01-0BN0 SIEMENS
28123;MODULO INTERFACE PROFINET SIMATIC DP C/ CPU IM 151-8 92KB 6ES7151-8AB01-0AB0 SIEMENS
29756;MODULO ENTRADA DIGITAL ET200SP 8X DI 24VDC  6ES7131-6BF01-0BA0 SIEMENS
31473;MODULO ENTRADA ANALOGICA UNIVERSAL AXIOLINE 8X AI REF AXL F AI8 1F PHOENIX
30245;MODULO ELETRONICO PARA ET200SP F-DI 8X 24VDC HF 6ES7136-6BA01-0CA0 SIEMENS
18789;MODULO DE LEITURA 8 TERMOPARES TECNOLOG AM8T
24698;MODULO COMUNICACAO PROFINET HF C/ SWITCH INTEG. P/ SOFT 3RW55 3RW5950-0CH00 SIEMENS
28964;MODULO COMUNICACAO P/ ET-200SP CM CAN/CANOPEN REF 6ES7137-6EA00-0BA0 SIEMENS
23852;MODULO COMUNICACAO LAT. S7-1200 RS422/485 CM1241 REF 6ES72411CH320XB0 SIEMENS
30504;MODEM PORTATIL 4G LTE USB DESBLOQUEADO + ROTEADOR 150 MBPS
31568;MINICONTATOR AZ CWC07-10-30L03 WEG
16643;MINI VENTILADOR 60X60X25MM 24V CFW500
32812;MEMORIA RAM FURY BEAST 16GB DDR4 3200 MHZ KINGSTON
32964;MEMORIA RAM 32GB DDR4 2666 MHZ KINGSTON
29821;MEMBRANIVEL 24 / 220 VCC VCA  - QUALYAGRO
21682;MDF 40X40 C/ FITA (P/ MESA DOBRAVEL)
29396;MASSA CALAFETAR 1KG
15776;MARTELO UNHA POLIDO 25MM - DISMA
29950;MARTELO BOLA 500G CABO MADEIRA
6505;MARTELO 650/830/930 JS
21564;MARRETA OITAVADA C/ CABO 5KG
25489;MARRETA 1.0KG
28316;MAQUINA DE CINTAR POSTE - FL001 - FUSIMEC
28510;MANOPLA ROTATIVA MRXL-A-DWB1600-R
20968;MANOPLA ROTATIVA MR469 AGW400 EM PORTA DE PAINEL
19473;MANOMETRO GLICERINA 63MM BSP 0 A 10 BAR VERTICAL
28887;MANOMETRO 1/8X40 HORIZONTAL MN1000
32920;MANILHA P/CABO ACO 5/8 RETA 1 TON
32182;MANILHA P/CABO ACO 1/2
6219;MANGUEIRA POPULAR PRETA 1 X 2MM
6160;MANDRIL 13MM - 1/2 ROSCA 1/2 VONDER
20629;LUVA SOLDAVEL AG. 20MM
5874;LUVA SOLDAVEL 32 X 1
23286;LUVA SIMPLES ESGOTO 100
10180;LUVA SIMPLES 40MM ESGOTO
19471;LUVA REDUCAO 2.1/2 X 2 GALVANIZADO
17951;LUVA REDUCAO 2.1/2 X 1.1/2 GALVANIZADO
19286;LUVA REDUCAO 1 x 1/2 GALVANIZADO
32622;LUVA MICROFOAM 3/4 G
20559;LUVA DE ACABAMENTO 200X50
30757;LUVA AZUL B. LATAO 25MMX1/2
26600;LUMINARIA/PLAFON LED SOBREPOR QUADRADO BRANCO 30W 6500K
20935;LUMINARIA/PLAFON LED SOBREPOR QUADRADO BRANCO 24W 6000K
27529;LUMINARIA/PLAFON LED SOBREPOR QUADRADO BRANCO 18W 3000K
26310;LUMINARIA/PLAFON LED SOBREPOR QUADRADO BRANCO 12W 6400K
33341;LUMINARIA/PLAFON LED EMBUTIR QUADRADO BRANCO 40W 4200K 62X62
21523;LUMINARIA/PLAFON LED EMBUTIR QUADRADO BRANCO 24W 4000K - OUROLUX
27526;LUMINARIA/PLAFON LED EMBUTIR QUADRADO BRANCO 18W 3000K
16022;LUMINARIA/PLAFON LED EMBUTIR CIRCULAR BRANCO 12W 6500K
8679;LUMINARIA SOBREPOR T5S50 2X14W C/ REATOR ELETRONIC
16992;LUMINARIA SOBREPOR LED 120X7.5CM ALUMINIO BIV 36W 6500K
11124;LUMINARIA PUBLICA ABERTA E-40 P/ CANOTE ATE 25.4MM - OLIVO
27752;LUMINARIA PETALA LED SMD 100W POSTE IP67 CINZA
26783;LUMINARIA LED PAREDE OVAL BIVOLT 5W 6500K
16710;LUMINARIA FLEX LED BIVOLT 10W 6.400K
23026;LUMINARIA EMERGENCIA 20 LED SMD 24V(CC)
8612;LUMINARIA EMBUTIR P/ 1X70/150W EF13-E1R7SVJC
15274;LUMINARIA EMBUTIR 4X20W C/ ALETAS - T8-E07
12436;LUMINARIA EMB. 2X40 ACRIL. LEIT. ALUMINIO
12435;LUMINARIA EMB. 2X20 ALETA
5208;LUM.COMERCIAL BR HO 2X110W - BLUMENAU
5253;LUM SAIDA EMERGENCIA C/LED FACE DUPLA
10828;LUM SAIDA EMERG ACRI FACE DUPLA ESQ./DIREIRA
7665;LUM SAIDA EMERG ACRI FACE DUPLA - SINALED
28779;LIXA D AGUA 80/100
13387;LIXA D AGUA 220 NORTON
15369;LIXA AMARELA 12.5X80
31359;LIMPA OBRA LIMPA TUDO 1LT
11048;LENTE DE REPOSICAO AMARELA P/ GIROFLEX
19066;LEITO P/ CABOS 500X100 #18 GF
4345;LANTERNA DE PAREDE C/ 6 LEDS - LN 066
16261;LAMPADA VAPOR METALICA TUBOLAR E40 2000W
4216;LAMPADA VAPOR METALICA 70W VERDE - BIPINO
8552;LAMPADA VAPOR METALICA 250W TUBOLAR BRANCA - OSRAM
10957;LAMPADA VAPOR METALICA 250W TUB. ROSA - OUROLUX
26601;LAMPADA TUBULAR LED T5 18W 4000K
31621;LAMPADA SAVE DICRO MR16 GU10 4.8W 2700K BIV
27723;LAMPADA LED MR16 4W 4000K STELLA
22267;LAMPADA FLUORESCENTE 54W T5 6500K
18703;LAMPADA BULBO LED 40W 6500K E27 BIV - EMPALUX
27448;LAMPADA BULBO LED 30W 6500K E27 BIV - GALAXY
32192;LAMPADA BULBO LED 20W 3000K E27 BIV
29503;KIT POSTE PADRÃO CELESC 8/150 DAN COM CAIXA TRIFASICA DISJ 70A
17077;KIT INTERFACE OPERAÇÃO REMOTA SSW07 (IHM)
29545;KIT GERADOR FOTOVOLTAICO 16,50 KWP TSUN 550W
27141;KIT DE INSTALAÇAO P/ PORTA DE VIDRO SV 20150
25846;KIT CONEXAO P/ CHAVE REVERSORA 3RA2913-2AA1 SIEMENS
33014;KIT CINTA/CATRACA 35MM X 4.5MTS 1.5 TON
28172;KIT CARACOL BC-21/MBV F 2 1/2
32143;JOGO DE CHAVE COMBINADA 15 PCS - TRAMONTINA
22008;JOGO CHAVE TORX T10 - T50 9PÇ ESTOJO TRAMONTINA-PRO
27018;JOGO CHAVE ESTRELA C/CATRACA FG150 5 PCS
33346;"JOGO CHAVE ALLEN 8 PECAS - 3 A 14MM (3; 4; 5; 6; 8; 10; 12; 14)"
28778;JOELHO SOLDAVEL / ROSCA 20MM 90
4391;JOELHO AZUL 25X1/2
19319;JOELHO ACO GALVANIZADO 3' x 90º
23248;JOELHO 90 GRAUS ESGOTO 100
29879;JOELHO 45 GRAUS ESGOTO 50MM
32193;INVERSOR SINAMICS V20 380-480V 3AC 40CV 30KW 60A 6SL3210-5BE32-2UV0 SIEMENS
23453;INVERSOR G120C 4KW 5CV 8.8A 380V PN/ETHIP STO 6SL3210-1KE18-8UF1 SIEMENS
22832;INVERSOR G120C 1.5KW 2CV 4.1A 380V PN/ETHIP STO 6SL3210-1KE14-3UF2 SIEMENS
24704;INVERSOR G120C 1.1KW 1.5CV 3.1A 380V PN/ETHIP STO 6SL3210-1KE13-2UF2 SIEMENS
32247;INVERSOR DE FREQUENCIA WEG CFW500D24P0T4DB20G2 TRIF. 15CV 380V C/FILTRO
18744;INVERSOR DE FREQUENCIA WEG CFW300B10P0B2DB20 MONOF 3CV 220V
17817;INVERSOR DE FREQUENCIA WEG CFW300A04P2S2NB20 MONOF 1CV 220V
29536;INVERSOR DE FREQ. TRIF. 1,5CV 2,6A 380V REF CFW300A02P6T4NB20 WEG
20353;INVERSOR DE FREQ. 2CV 380-480V TRIF REF CFW500A04P3T4NB20 WEG
33107;INVERSOR DE FREQ. 1.5CV 380-480VCA S/ FILTRO C/ PLUGIN REF CFW500A02P6T4NB20H00G2 WEG
26002;INVERSOR DE FREQ. 1.5CV 380-480VCA S/ FILTRO C/ PLUGIN REF CFW500A02P6T4NB20H00 WEG
24265;INTERRUPTOR PARALELO 10A-250V BR B3
29015;INTERRUPTOR DIFERENCIAL RESIDUAL 4P 80A RDWS WEG
11076;INTERRUPTOR DIFERENCIAL RESIDUAL 2P 40A - FH202
4041;INTERRUPTOR DIFERENCIAL RESIDUAL 2P 25A - FH202
11897;INTERFACE IHM P/ INVERSOR ACS-CP-C
3669;INDUTANCIA MONOFASICA 5.2A 220V 4.487MH
7114;INDICADOR DE TEMP. SHME-112 220V J / K / PT 100
17747;IHM 7 C/ ETHERNET 16M CORES WEINTEK MT8071iP S/ EASY ACCESS
20211;IHM 7 C/ ETHERNET 16M CORES WEINTEK MT8071iE C/ EASY ACCESS
27455;HORIMETRO TRATOR VALTRA 80100900 ACCUMAX
23354;GRELHA VENTILACAO REDONDA ENCAIXE 150MM
30283;GRAXA SPRAY BRANCA CAVIDADE MUNDIAL 300ML
22567;GBIC SFP DE LX - SM1310 - BIDI (1 Par ) AZUL E VERDE 10km
30226;GAXETA HIDRAULICA 6-3150.4291-413B
24988;GASOLINA COMUM C BR
31731;GAS COMPRIMIDO CRIOMIX NE 6M3
23104;GARFO ROLO 23CM
33306;GANCHO DE ACO 5/16 - 1TON
28282;GALVITE 900 ML - BRASILUX
3487;FUSIVEL NH00 100A 500V RETARDADO
